Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID,email hash (gravatar md5),LinkedIn,Real Name,Instagram,Twitter,Endomondo
GER,Markus Mechlbauer,,,,,,,,,,,,,,,,
GER,Markus Neugart,,,,,,,,,,,,,,,,
GER,Markus Paulke,,,,,,,,,,,,,,,,
GER,Markus Schöner,,,,,,,,,,,,,,,,
GER,Markus Schöning,,,,,,,,,,,,,,,,
GER,Markus von Hummel,,,,,,,,,,,,,,,,
GER,Marlies Endjer,,,,,,,,,,,,,,,,
GER,Marten Christiansen,,,,,,,,,,,,,,,,
GER,Martha Hauschild,,,,,,,,,,,,,,,,
GER,Martin Bergmann,,,,,,,,,,,,,,,,
GER,Martin Bernauer,,,,,,,,,,,,,,,,
GER,Martin Bernauer,,,,,,,,,,,,,,,,
GER,Martin Deutscher,,,,,,,,,,,,,,,,
GER,Martin Dr. Handel,,,,,,,,,,,,,,,,
GER,Martin Eckel,,,,,,,,,,,,,,,,
GER,Martin Görge,,,,,,,,,,,,,,,,
GER,Martin Handel,,,,,,,,,,,,,,,,
GER,Martin Kehr,,,,,,,,,,,,,,,,
GER,Martin Kittsteiner,,,,,,,,,,,,,,,,
GER,Martin Klawon,,,,,,,,,,,,,,,,
GER,Martin Lietz,,,,,,,,,,,,,,,,
GER,Martin Maal,,,,,,,,,,,,,,,,
GER,Martin Meyerhoff,,,,,,,,,,,,,,,,
GER,Martin Schöler,,,1973,,,,,,,,,,,,,
GER,Martin Seikel,,,,,,,,,,,,,,,,
GER,Martin Uhl,,,,,,,,,,,,,,,,
GER,Marvin Schlesiger,,,,,,,,,,,,,,,,
GER,Mathias Haase,,,,,,,,,,,,,,,,
GER,Mathias Jäkel,,,,,,,,,,,,,,,,
GER,Mathias Jetschke,,,,,,,,,,,,,,,,
GER,Mathias Kaiser,,,,,,,,,,,,,,,,
GER,Mathias Konrad-Schmolke,,,,,,,,,,,,,,,,
GER,Mathias Weidenbach,,,,,,,,,,,,,,,,
GER,Matthias Brühl,,,,,,,,,,,,,,,,
GER,Matthias Dachs,,,,,,,,,,,,,,,,
GER,Matthias Dietz,,,,,,,,,,,,,,,,
GER,Matthias Fedde,,,,,,,,,,,,,,,,
GER,Matthias Gotthard,,,,,,,,,,,,,,,,
GER,Matthias Himmel,,,,,,,,,,,,,,,,
GER,Matthias Konrad-Schmolke,,,,,,,,,,,,,,,,
GER,Matthias Kuchinke,,,,,,,,,,,,,,,,
GER,Matthias Pfister,,,,,,,,,,,,,,,,
GER,Matthias Retzlaff,,,,,,,,,,,,,,,,
GER,Matthias Schmederer,,,,,,,,,,,,,,,,
GER,Matthias Struck,,,,,,,,,,,,,,,,
GER,Matthias Tellen,,,,,,,,,,,,,,,,
GER,Mauritz Heeg,,,,,,,,,,,,,,,,
GER,Max Eisenrieder,,,,,,,,,,,,,,,,
GER,Max Mäge,,,,,,,,,,,,,,,,
GER,Max Quentmeier,,,,,,,,,,,,,,,,
GER,Max Rauner,,,,,,,,,,,,,,,,
GER,Maximilian Adami,,,,,,,,,,,,,,,,
GER,Maximilian Gottschalk,,,,,,,,,,,,,,,,
GER,Maximilian Mayrshofer,,,,,,,,,,,,,,,,
GER,Maximilian Roller,,,,,,,,,,,,,,,,
GER,Maximilian Weiß,,,,,,,,,,,,,,,,
GER,Maximiliane Kempermann,,,,,,,,,,,,,,,,
GER,Mechthild Bruns,,,,,,,,,,,,,,,,
GER,Meike Hermanns,,,,,,,,,,,,,,,,
GER,Meike Schomäker,,,1985,,,,,,,,,,,,,
GER,Melanie Kohlhoff-Horstmann,,,,,,,,,,,,,,,,
GER,Melanie Oestergaard,,,,,,,,,,,,,,,,
GER,Melanie Tschiche,,,,,,,,,,,,,,,,
GER,Merle Roßdeutscher,,,,,,,,,,,,,,,,
GER,Michael Andersson,,,,,,,,,,,,,,,,
GER,Michael Baumann,,,,,,,,,,,,,,,,
GER,Michael Becker,,,,,,,,,,,,,,,,
GER,Michael Daisenberger,,,,,,,,,,,,,,,,
GER,Michael Denner,,,,,,,,,,,,,,,,
GER,Michael Eller,,,,,,,,,,,,,,,,
GER,Michael Freitag,,,,,,,,,,,,,,,,
GER,Michael Haug,,,,,,,,,,,,,,,,
GER,Michael Heyder,,,,,,,,,,,,,,,,
GER,Michael Jaeschke,,,,,,,,,,,,,,,,
GER,Michael Kärgel,,,,,,,,,,,,,,,,
GER,Michael Kieselow,,,,,,,,,,,,,,,,
GER,Michael Kieselowa,,,,,,,,,,,,,,,,
GER,Michael Kleis,,,,,,,,,,,,,,,,
GER,Michael Klügel,,,,,,,,,,,,,,,,
GER,Michael Köritz,,,,,,,,,,,,,,,,
GER,Michael Kramer,,,,,,,,,,,,,,,,
GER,Michael Krause,,,,,,,,,,,,,,,,
GER,Michael Kurzeja,,,,,,,,,,,,,,,,
GER,Michael Latz,,,,,,,,,,,,,,,,
GER,Michael Marker,,,,,,,,,,,,,,,,
GER,Michael Müller,,,,,,,,,,,,,,,,
GER,Michael Patz,,,,,,,,,,,,,,,,
GER,Michael Probst,,,,,,,,,,,,,,,,
GER,Michael Rehberg,,,,,,,,,,,,,,,,
GER,Michael Rössler,,,,,,,,,,,,,,,,
GER,Michael Saffenreuter,,,,,,,,,,,,,,,,
GER,Michael Schindler,,,,,,,,,,,,,,,,
GER,Michael Schöefer,,,,,,,,,,,,,,,,
GER,Michael Schütte,,,,,,,,,,,,,,,,
GER,Michael Schwaiger,,,,,,,,,,,,,,,,
GER,Michael Seeger,,,,,,,,,,,,,,,,
GER,Michael Tetzner,,,,,,,,,,,,,,,,
GER,Michael Troch,,,,,,,,,,,,,,,,
GER,Michael Wetzl,,,,,,,,,,,,,,,,
GER,Michaela Melzwig,,,,,,,,,,,,,,,,
GER,Micky Todd,,,,,,,,,,,,,,,,
GER,Milan Plogsties,,,,,,,,,,,,,,,,
GER,Mira Grättinger,,,,,,,,,,,,,,,,
GER,Mirco Gantenberg,,,,,,,,,,,,,,,,
GER,Mirek Urbański,,,,,,,,,,,,,,,,
GER,Mirko Oestergaard,,,,,,,,,,,,,,,,
GER,Mitja Hettwer,,,,,,,,,,,,,,,,
GER,Moritz Bohnenberger,,,,,,,,,,,,,,,,
GER,Moritz Bruhns,,,,,,,,,,,,,,,,
GER,Moritz Kranich,,,,,,,,,,,,,,,,
GER,Moritz Lüther,,,,,,,,,,,,,,,,
GER,Moritz Nill,,,,,,,,,,,,,,,,
GER,Moritz Theden,,,,,,,,,,,,,,,,
GER,Morten Bogacki,,,1986,,,,,,,,,,,,,
GER,Morten Roos,,,1996,,,,,,,,,,,,,
GER,Nadine Dresp,,,,,,,,,,,,,,,,
GER,Natascha Cepec,,,,,,,,,,,,,,,,
GER,Nathalie Friedrich,,,,,,,,,,,,,,,,
GER,Nathalie Zeiler,,,,,,,,,,,,,,,,
GER,Nele Söker,,,,,,,,,,,,,,,,
GER,Nette Jansen,,,,,,,,,,,,,,,,
GER,Nicholas Melzwig,,,,,,,,,,,,,,,,
GER,Nick Brandt,,,,,,,,,,,,,,,,
GER,Nick Dose,,,,,,,,,,,,,,,,
GER,Nick Heuwinkel,,,,,,,,,,,,,,,,
GER,Nicola Birkner,,,,,,,,,,,,,,,,
GER,Nicolai Völckner,,,,,,,,,,,,,,,,
GER,Nicole Stoffels,,,,,,,,,,,,,,,,
GER,Nicole Walkowiack,,,,,,,,,,,,,,,,
GER,Niels Ansgar Maisch,,,,,,,,,,,,,,,,
GER,Niklas Reisenauer,,,,,,,,,,,,,,,,
GER,Nikolas Jägersberg,,,,,,,,,,,,,,,,
GER,Nikolaus Jägersberg,SCLW - Segelclub Walchensee,,1965,,,,,,,,ef33b3dbbebf3090623e0811b3d8cb0c,,,,,
GER,Nils Bühring,,,,,,,,,,,,,,,,
GER,Nils Dageförde,,,,,,,,,,,,,,,,
GER,Nils Holm,,,,,,,,,,,,,,,,
GER,Nils Leibitzke,,,,,,,,,,,,,,,,
GER,Nils Seeck,,,,,,,,,,,,,,,,
GER,Nils-Henning Hofmann,,,,,,,,,,,,,,,,
GER,Nora Schiessler,,,,,,,,,,,,,,,,
GER,Norbert Becker,,,,,,,,,,,,,,,,
GER,Nørbert Dasenbrook,,,,,,,,,,,,,,,,
GER,Norbert Lins,,,,,,,,,,,,,,,,
GER,Norbert Weiß,,,,,,,,,,,,,,,,
GER,Norbert Weitkämper,,,,,,,,,,,6b2fa3637892833f3a0828ca686e379e,,,,,
GER,Norman Hüper,,,,,,,,,,,,,,,,
GER,Norman Schlomka,,,,,,,,,,,,,,,,
GER,O. Thedinga,,,,,,,,,,,,,,,,
GER,Olaf Müller,,,,,,,,,,,,,,,,
GER,Olaf Oberländer,,,,,,,,,,,,,,,,
GER,Olaf Reckers,,,,,,,,,,,,,,,,
GER,Olaf Steimke,,,,,,,,,,,,,,,,
GER,Ole Günther,,,,,,,,,,,,,,,,
GER,Ole Paulsen,,,,,,,,,,,,,,,,
GER,Ole Raschdorf,,,,,,,,,,,,,,,,
GER,Oliver Booth,,,,,,,,,,,,,,,,
GER,Oliver Deutschbein,,,,,,,,,,,,,,,,
GER,Oliver Engelhardt,,,,,,,,,,,,,,,,
GER,Oliver Hahne,,,,,,,,,,,,,,,,
GER,Oliver Holste,,,,,,,,,,,,,,,,
GER,Oliver Huschke,,,,,,,,,,,,,,,,
GER,Oliver Koch,,,,,,,,,,,,,,,,
GER,Oliver Korittki,,,,,,,,,,,,,,,,
GER,Oliver Kraft,,,,,,,,,,,,,,,,
GER,Oliver Kranich,,,,,,,,,,,,,,,,
GER,Oliver Lange,,,,,,,,,,,,,,,,
GER,Oliver Lewin,,,1985,,,,,,,,,,,,,
GER,Oliver Paulzen,,,,,,,,,,,,,,,,
GER,Oliver Rösner,,,,,,,,,,,,,,,,
GER,Oliver Schürmann,,,,,,,,,,,,,,,,
GER,Oliver Stieglitz,,,,,,,,,,,,,,,,
GER,Oliver Thies,,,,,,,,,,,,,,,,
GER,Oliver Wirz,,,,,,,,,,,,,,,,
GER,Oliver Ziems,,,,,,,,,,,,,,,,
GER,Olivier Koch,,,,,,,,,,,,,,,,
GER,Olivier Kraft,,,,,,,,,,,,,,,,
GER,Pablo Gallo,,,,,,,,,,,,,,,,
GER,Patrick Eberwein,,,,,,,,,,,,,,,,
GER,Patrick Treichel,,,,,,,,,,,,,,,,
GER,Patrick Ziegelmüller,,,,,,,,,,,,,,,,
GER,Paul Bauer,,,,,,,,,,,,,,,,
GER,Paul Jaekel,,,,,,,,,,,,,,,,
GER,Paul Meyer,,,,,,,,,,,,,,,,
GER,Paula Eiclary-Wüst,,,,,,,,,,,,,,,,
GER,Paula Web,,,,,,,,,,,,,,,,
GER,Paule Schultz,,,,,,,,,,,,,,,,
GER,Pedro Bohnenberger,,,,,,,,,,,,,,,,
GER,Peer Jenssen,,,,,,,,,,,,,,,,
GER,Peter Bohland,,,,,,,,,,,,,,,,
GER,Peter Daferner,,,,,,,,,,,,,,,,
GER,Peter Famulla,,,,,,,,,,,,,,,,
GER,Peter Forster,,,,,,,,,,,,,,,,
GER,Peter Gerdts,,,,,,,,,,,,,,,,
GER,Peter Heck,,,,,,,,,,,,,,,,
GER,Peter Hobusch,,,,,,,,,,,,,,,,
GER,Peter Knauf,,,,,,,,,,,,,,,,
GER,Peter Kohlhoff,,,,,,,,,,,,,,,,
GER,Peter Kruse,,,,,,,,,,,,,,,,
GER,Peter Micke,,,,,,,,,,,,,,,,
GER,Peter Roocks,,,,,,,,,,,,,,,,
GER,Peter Schäftlein,,,,,,,,,,,,,,,,
GER,Peter Tefert,,,,,,,,,,,,,,,,
GER,Peter Wackerbauer,,,,,,,,,,,,,,,,
GER,Peter Wichtrap,,,,,,,,,,,,,,,,
GER,Peter Wichtrup,,,,,,,,,,,,,,,,
GER,Peter Wilbert,,,,,,,,,,,,,,,,
GER,Peter Wolffram,,,,,,,,,,,,,,,,
GER,Peter Zimmer,,,,,,,,,,,,,,,,
GER,Petra Abel,,,,,,,,,,,,,,,,
GER,Petra Kliba-Schmidt,,,,,,,,,,,,,,,,
GER,Philip Ismar,,,,,,,,,,,,,,,,
GER,Philipp Führer,,,,,,,,,,,,,,,,
GER,Philipp Mühlenhardt,,,,,,,,,,,,,,,,
GER,Philipp Müller,,,,,,,,,,,,,,,,
GER,Philipp Saring,,,,,,,,,,,,,,,,
GER,Philipp Sudbrack,,,,,,,,,,,,,,,,
GER,Pia Matscheroth-Brodwurm,,,,,,,,,,,,,,,,
GER,Pia Wiesbauer,,,,,,,,,,,,,,,,
GER,Pit Trommer,,,,,,,,,,,,,,,,
GER,R. Bialek,,,,,,,,,,,,,,,,
GER,R. Engelmann,,,,,,,,,,,,,,,,
GER,Raik Wollenbecker,,,,,,,,,,,,,,,,
GER,Rainer Barthel,,,,,,,,,,,,,,,,
GER,Rainer Gerdes,,,,,,,,,,,,,,,,
GER,Rainer Gieseler,,,,,,,,,,,,,,,,
GER,Rainer Görge,,,,,,,,,,,,,,,,
GER,Rainer Kremkow,,,,,,,,,,,,,,,,
GER,Rainer Lühr,,,,,,,,,,,,,,,,
GER,Rainer Schork,,,,,,,,,,,,,,,,
GER,Ralf Breitenfeldt,,,,,,,,,,,,,,,,
GER,Ralf Bünte,,,,,,,,,,,,,,,,
GER,Ralf Krüger,,,,,,,,,,,,,,,,
GER,Ralf-Joachim Stoll,,,,,,,,,,,,,,,,
GER,Ralph Ludwig,,,,,,,,,,,,,,,,
GER,Ralph Valkenberg,,,,,,,,,,,,,,,,
GER,Rasmus Görge,,,,,,,,,,,,,,,,
GER,Rayan Schöner,,,,,,,,,,,,,,,,
GER,Rebecca Snedker,,,,,,,,,,,,,,,,
GER,Rebecca Strahl,,,,,,,,,,,,,,,,
GER,Reimund Bauer,,,,,,,,,,,,,,,,
GER,Reiner Gerdes,,,,,,,,,,,,,,,,
GER,Reinhard Schultz,,,,,,,,,,,,,,,,
GER,Renita Engel,,,,,,,,,,,,,,,,
GER,Ricarda Wolf,,,,,,,,,,,,,,,,
GER,Rieke Lautenschläger,,,,,,,,,,,,,,,,
GER,Roaan Summerling,,,,,,,,,,,,,,,,
GER,Robert Appel,,,,,,,,,,,,,,,,
GER,Robert Baumann,,,,,,,,,,,,,,,,
GER,Robert Bautz,,,,,,,,,,,,,,,,
GER,Robert Brand,,,,,,,,,,,,,,,,
GER,Robert Bussenius,,,,,,,,,,,,,,,,
GER,Robert Feller,,,,,,,,,,,,,,,,
GER,Robert Hanke,,,,,,,,,,,,,,,,
GER,Robert Henning,,,,,,,,,,,,,,,,
GER,Robert Hitsch,,,,,,,,,,,,,,,,
GER,Robert Martyson,,,,,,,,,,,,,,,,
GER,Robert Meitzner,,,,,,,,,,,,,,,,
GER,Robert Neumann,,,,,,,,,,,,,,,,
GER,Robert Plecher,,,,,,,,,,,,,,,,
GER,Robert Steinke,,,,,,,,,,,,,,,,
GER,Robert Wisolek,,,,,,,,,,,,,,,,
GER,Rod Simpson,,,,,,,,,,,,,,,,
GER,Roger Bussenius,,,,,,,,,,,,,,,,
GER,Roland Boettcher,,,,,,,,,,,,,,,,
GER,Roland Herrmann,,,,,,,,,,,,,,,,
GER,Roland Wiedemann,,,,,,,,,,,,,,,,
GER,Rolf Bertenrath,,,,,,,,,,,,,,,,
GER,Rolf Henrike,,,,,,,,,,,,,,,,
GER,Rolf Lange,,,,,,,,,,,,,,,,
GER,Rolf Meyer,,,,,,,,,,,,,,,,
GER,Rolf Stiefel,,,,,,,,,,,,,,,,
GER,Roman Theisen,,,,,,,,,,,,,,,,
GER,Ron Martin,,,,,,,,,,,,,,,,
GER,Ronald Roos,,,1964,,,,,,,,,,,,,
GER,Rudolf Baalmann,,,,,,,,,,,,,,,,
GER,Sabine Foellbach,,,,,,,,,,,,,,,,
GER,Sabine Meyer,,,,,,,,,,,,,,,,
GER,Sandra Nissen,,,,,,,,,,,,,,,,
GER,Sascha Spors,,,,,,,,,,,,,,,,
GER,Sebastian Dörr,,,,,,,,,,,,,,,,
GER,Sebastian Gosch,,,,,,,,,,,,,,,,
GER,Sebastian Gottschalk,,,,,,,,,,,,,,,,
GER,Sebastian Hoering,,,,,,,,,,,,,,,,
GER,Sebastian Munck,,,,,,,,,,,,,,,,
GER,Sebastian Schröder,,,,,,,,,,,,,,,,
GER,Sebastian Wiemer,,,,,,,,,,,,,,,,
GER,Siegfried Krause,,,,,,,,,,,,,,,,
GER,Siegfried Labenz,,,,,,,,,,,,,,,,
GER,Sieglinde Spindler,,,,,,,,,,,,,,,,
GER,Silvio Hilbrich,,,,,,,,,,,,,,,,
GER,Simon Blessing,,,,,,,,,,,,,,,,
GER,Simon Zimmermann,,,,,,,,,,,,,,,,
GER,Sonja Göggelmann,,,,,,,,,,,,,,,,
GER,Sophie Heyer,,,,,,,,,,,,,,,,
GER,Sophie Söllner,,,,,,,,,,,,,,,,
GER,St. Gronewald,,,,,,,,,,,,,,,,
GER,Stefan Behra,,,,,,,,,,,,,,,,
GER,Stefan Böhm,,,1962,,,,,,,,,,,,,
GER,Stefan Brückner,,,,,,,,,,,,,,,,
GER,Stefan Buschhitter,,,,,,,,,,,,,,,,
GER,Stefan Giefers,,,,,,,,,,,,,,,,
GER,Stefan Kempf,,,,,,,,,,,,,,,,
GER,Stefan Köchlin,,,1963,,,,,,,,,,,,,
GER,Stefan Krumm,,,,,,,,,,,,,,,,
GER,Stefan Kusserow,,,,,,,,,,,,,,,,
GER,Stefan Lange,,,,,,,,,,,,,,,,
GER,Stefan Lührs,,,,,,,,,,,,,,,,
GER,Stefan Müller,,,,,,,,,,,,,,,,
GER,Stefan Oetken,,,,,,,,,,,,,,,,
GER,Stefan Pavel,,,,,,,,,,,,,,,,
GER,Stefan Peters,,,,,,,,,,,,,,,,
GER,Stefan Rausch,,,,,,,,,,,,,,,,
GER,Stefan Rosinger,,,,,,,,,,,,,,,,
GER,Stefan Roth,,,,,,,,,,,,,,,,
GER,Stefan Schmidt,,,,,,,,,,,,,,,,
GER,Stefan Schollmayer,,,,,,,,,,,,,,,,
GER,Stefan Thurmann,,,,,,,,,,,,,,,,
GER,Stefan von Weidenberg,,,,,,,,,,,,,,,,
GER,Stefan Waskönig,,,,,,,,,,,,,,,,
GER,Stefan Worm,,,,,,,,,,,,,,,,
GER,Stefanie Wagner,,,,,,,,,,,,,,,,
GER,Steffen Achenbach,,,,,,,,,,,,,,,,
GER,Steffen Dülsen,,,,,,,,,,,,,,,,
GER,Steffen Henning,,,,,,,,,,,,,,,,
GER,Steffen Kerters,,,,,,,,,,,,,,,,
GER,Stephan Briehl,,,,,,,,,,,,,,,,
GER,Stephan Graff,,,,,,,,,,,,,,,,
GER,Stephan Krause,,,,,,,,,,,,,,,,
GER,Stephan Ottenschläger,,,,,,,,,,,,,,,,
GER,Stephan Schweiger,,,,,,,,,,,,,,,,
GER,Susanne Bauer,,,,,,,,,,,,,,,,
GER,Susanne Großkurth,,,,,,,,,,,,,,,,
GER,Susanne Winkelhofer,,,,,,,,,,,,,,,,
GER,Sven Ballandat,,,,,,,,,,,,,,,,
GER,Sven Bräcker,,,,,,,,,,,,,,,,
GER,Sven Brömer,,,,,,,,,,,,,,,,
GER,Sven Dömges,,,,,,,,,,,,,,,,
GER,Sven Ebeling,,,,,,,,,,,,,,,,
GER,Sven Friederich,,,,,,,,,,,,,,,,
GER,Sven Friedrich,,,,,,,,,,,,,,,,
GER,Sven Harder,,,,,,,,,,,,,,,,
GER,Sven Henze,,,,,,,,,,,,,,,,
GER,Sven Hollenbeck,,,,,,,,,,,,,,,,
GER,Sven Meding,,,,,,,,,,,,,,,,
GER,Sven Meier,,,,,,,,,,,,,,,,
GER,Sven Niemuth,,,,,,,,,,,,,,,,
GER,Sven Werenbrecht,,,,,,,,,,,,,,,,
GER,Tammo Barfuß,,,,,,,,,,,,,,,,
GER,Tanya Carter,,,,,,,,,,,,,,,,
GER,Thilo König,,,,,,,,,,,,,,,,
GER,Thomas Afken,,,,,,,,,,,,,,,,
GER,Thomas Cramer,,,,,,,,,,,,,,,,
GER,Thomas Fox,,,,,,,,,,,,,,,,
GER,Thomas Gosch,,,,,,,,,,,,,,,,
GER,Thomas Heimbeck,,,,,,,,,,,,,,,,
GER,Thomas Holik,,,,,,,,,,,,,,,,
GER,Thomas Jundel,,,,,,,,,,,,,,,,
GER,Thomas Jung,,,,,,,,,,,,,,,,
GER,Thomas Klug,,,,,,,,,,,,,,,,
GER,Thomas Kranich,,,,,,,,,,,,,,,,
GER,Thomas Löwen,,,,,,,,,,,,,,,,
GER,Thomas Maxeiner,,,,,,,,,,,,,,,,
GER,Thomas Osterholz,,,,,,,,,,,,,,,,
GER,Thomas Rupp,,,,,,,,,,,,,,,,
GER,Thomas Schmidt,,,,,,,,,,,,,,,,
GER,Thomas Sobott,,,,,,,,,,,,,,,,
GER,Thomas Stemmer,,,,,,,,,,,,,,,,
GER,Thomas Tetzner,,,,,,,,,,,,,,,,
GER,Thomas Thym,,,,,,,,,,,,,,,,
GER,Thomas Tschentscher,,,,,,,,,,,,,,,,
GER,Thomas von der Linde,,,,,,,,,,,,,,,,
GER,Thomas Wasilewski,,,,,,,,,,,,,,,,
GER,Thomas Weber,,,,,,,,,,,,,,,,
GER,Thomas Wieting,,,,,,,,,,,,,,,,
GER,Thomas Wilbert,,,,,,,,,,,,,,,,
GER,Thomas Zager,,,,,,,,,,,,,,,,
GER,Thoralf Grager,,,,,,,,,,,,,,,,
GER,Thoralf Greger,,,,,,,,,,,,,,,,
GER,Thorben Köster,,,,,,,,,,,,,,,,
GER,Thore Holm,,,,,,,,,,,,,,,,
GER,Thore Michels,,,,,,,,,,,,,,,,
GER,Thore von Puttkamer,,,,,,,,,,,,,,,,
GER,Thorge Holm,,,,,,,,,,,,,,,,
GER,Thorsten Drewes,,,,,,,,,,,,,,,,
GER,Thorsten Haverland,,,,,,,,,,,,,,,,
GER,Thorsten Lehmann,,,,,,,,,,,,,,,,
GER,Thorsten Pieper,,,,,,,,,,,,,,,,
GER,Thorsten Pösch,,,,,,,,,,,,,,,,
GER,Thorsten Schön,,,,,,,,,,,,,,,,
GER,Thorsten Spötter,,,,,,,,,,,,,,,,
GER,Thorsten Trippler,,,,,,,,,,,,,,,,
GER,Thure Gnadeberg,,,,,,,,,,,,,,,,
GER,Till Reckert,,,,,,,,,,,,,,,,
GER,Till Supan,,,,,,,,,,,,,,,,
GER,Tillmann Baier,,,,,,,,,,,,,,,,
GER,Tilman Giesen,,,,,,,,,,,,,,,,
GER,Tim Böger,Hamburger Segel Club,"Started as crew 1983, changed to helm 1990",1963,https://www.fletec.io,,,,,,,276347514ee92a2c278e5a2d5c1abf47,,,,,
GER,Tim Mütze,,,,,,,,,,,,,,,,
GER,Tim-Jonas Juettner,,,,,,,,,,,,,,,,
GER,Timo Böckle,,,,,,,,,,,,,,,,
GER,Timo Klapper,,,,,,,,,,,,,,,,
GER,Timon Treichel,,,,,,,,,,,,,,,,
GER,Tina Hoell,,,,,,,,,,,,,,,,
GER,Tino Käcks,,,,,,,,,,,,,,,,
GER,Tobias Ahlert,,,,,,,,,,,,,,,,
GER,Tobias Bolduan,,,,,,,,,,,,,,,,
GER,Tobias Borchert,,,,,,,,,,,,,,,,
GER,Tobias Frick,,,,,,,,,,,,,,,,
GER,Tobias Kirsch,,,,,,,,,,,,,,,,
GER,Tobias Kollmann,,,,,,,,,,,,,,,,
GER,Tobias Küter,,,,,,,,,,,,,,,,
GER,Tobias Neumeyer,,,,,,,,,,,,,,,,
GER,Tobias Quadfaß,,,,,,,,,,,,,,,,
GER,Tobias Schadewaldt,,,,,,,,,,,,,,,,
GER,Tom Rettschlag,,,,,,,,,,,,,,,,
GER,Tom Swift,,,,,,,,,,,,,,,,
GER,Toralf Feuchtenhofer,,,,,,,,,,,,,,,,
GER,Torben Koch,,,,,,,,,,,,,,,,
GER,Tore Schmeling,,,,,,,,,,,,,,,,
GER,Torsten Fildebrandt,,,,,,,,,,,,,,,,
GER,Torsten Haverland,,,,,,,,,,,,,,,,
GER,Torsten Hessler,,,,,,,,,,,,,,,,
GER,Torsten Koch,,,,,,,,,,,,,,,,
GER,Torsten Röder,,,,,,,,,,,,,,,,
GER,Torsten Simon,,,,,,,,,,,,,,,,
GER,Torsten Trümper,,,,,,,,,,,,,,,,
GER,Tortsen Pieper,,,,,,,,,,,,,,,,
GER,Ulf Denecke,,,,,,,,,,,b3f25fd0281619bc001d192467172180,,,,,
GER,Ulf Geißler,,,,,,,,,,,,,,,,
GER,Ulf Gosejacob,,,,,,,,,,,,,,,,
GER,Ulf Pleßmann,,,1966,,,,,,,,,,,,,
GER,Ulli Heerdegen,,,,,,,,,,,,,,,,
GER,Ulli Riegger,,,,,,,,,,,,,,,,
GER,Ulli Schütte,,,,,,,,,,,,,,,,
GER,Ulli Stegbauer,,,,,,,,,,,,,,,,
GER,Ulrich Ellenbeck,,,,,,,,,,,,,,,,
GER,Ulrich Ellerbeck,,,,,,,,,,,,,,,,
GER,Ulrich Joost,,,,,,,,,,,,,,,,
GER,Ulrich Meyer,,,,,,,,,,,,,,,,
GER,Ulrich Müller-Menzel,,,,,,,,,,,,,,,,
GER,Ulrike Jansen,,,,,,,,,,,,,,,,
GER,Ulrike Janßen,,,,,,,,,,,,,,,,
GER,Urs Wihlfahrt,,,,,,,,,,,,,,,,
GER,Ursula Tetzlaff,,,,,,,,,,,,,,,,
GER,Uta Pohland,,,,,,,,,,,,,,,,
GER,Ute Oberländer,,,,,,,,,,,,,,,,
GER,Ute Stümpel,,,,,,,,,,,,,,,,
GER,Ute Ziems,,,,,,,,,,,,,,,,
GER,Uwe Barthel,,,,,,,,,,,,,,,,
GER,Uwe Bremenkamp,,,,,,,,,,,,,,,,
GER,Uwe Kersten,,,,,,,,,,,,,,,,
GER,Uwe Knop,,,,,,,,,,,,,,,,
GER,Uwe Krumm,,,,,,,,,,,,,,,,
GER,Uwe Küntzel,,,,,,,,,,,,,,,,
GER,Uwe Lätzsch,,,,,,,,,,,,,,,,
GER,Vanessa Detlmer,,,,,,,,,,,,,,,,
GER,Verena Achterberg,,,,,,,,,,,,,,,,
GER,Verena Hoffmann,,,,,,,,,,,,,,,,
GER,Verner Gaertner,,,,,,,,,,,,,,,,
GER,Viktoria Warminski,,,,,,,,,,,,,,,,
GER,Vinka Stegen,,,,,,,,,,,,,,,,
GER,Volker Böhringer,,,,,,,,,,,,,,,,
GER,Volker Görge,,,,,,,,,,,,,,,,
GER,Volker Gropp,,,,,,,,,,,,,,,,
GER,Volker Weiß,,,,,,,,,,,,,,,,
GER,Volkmar Leitzke,,,,,,,,,,,,,,,,
GER,Waldemar Schönebeck,,,,,,,,,,,,,,,,
GER,Waldemar Strohmayer,,,,,,,,,,,,,,,,
GER,Walter Giesing,,,,,,,,,,,,,,,,
GER,Walter Kolm,,,,,,,,,,,,,,,,
GER,Walter Steding,,,,,,,,,,,,,,,,
GER,Welf Rehberg,,,,,,,,,,,,,,,,
GER,Werner Lange,,,,,,,,,,,,,,,,
GER,Wiebke Gewinn,,,,,,,,,,,,,,,,
GER,Wiebke Siemsen,,,,,,,,,,,,,,,,
GER,Wiebke Waldheim,,,,,,,,,,,,,,,,
GER,Wilde Roland,,,,,,,,,,,,,,,,
GER,Wilfried W. Stuis,,,,,,,,,,,,,,,,
GER,Wilhelm Wollenbecker,,,,,,,,,,,,,,,,
GER,Wolfdietrich Pfeiffer,,,,,,,,,,,,,,,,
GER,Wolfgang Bogacki,,,,,,,,,,,,,,,,
GER,Wolfgang Buchholz,,,,,,,,,,,,,,,,
GER,Wolfgang Hiltscher,,,,,,,,,,,,,,,,
GER,Wolfgang Hunger,,,1960,,,,,,,,,,,,,
GER,Wolfgang Kiefaber,,,,,,,,,,,,,,,,
